Country,YearsWithThisDatabase,OtherDatabases,YearsWithThisTypeOfJob,JobTitle,OtherPeopleOnYourTeam,EmploymentStatus,EmploymentSector,Survey Year,PrimaryDatabase,ManageStaff,HowManyCompanies,Gender,Actual Salary,Predicted Salary
Germany,10,"Microsoft SQL Server, Microsoft Access, SQLite, JSON",1,Manager,6,Part time,State/province government,2018,Microsoft SQL Server,Yes,0,Male,75000.0,72888.625
Canada,7,MySQL/MariaDB,5,Developer: App Code,1,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,60000.0,55706.332
Israel,8,Microsoft SQL Server,8,DBA (General),5,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,93000.0,86418.32
United Kingdom,10,MySQL/MariaDB,7,DBA (General),2,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,64422.0,65142.98
Norway,8,"SQLite, Azure SQL DB (any flavor)",8,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Prefer not to say,80000.0,83246.445
United States,10,"Microsoft SQL Server, DB2, SQLite",10,Other,2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,68000.0,97419.055
Switzerland,4,"Oracle, MySQL/MariaDB, DB2",4,Developer: BI,4,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,130000.0,58848.863
United States,6,"PostgreSQL, MongoDB, Microsoft Access, Azure SQL DB (any flavor), CosmosDB",1,DBA (General),1,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,81000.0,99826.35
United States,4,Oracle,10,Developer: App Code,3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,82000.0,90537.555
United States,9,"Microsoft SQL Server, Oracle, DB2",9,DBA (Development Focus),1,Full time employee,Private business,2018,Oracle,No,0,Male,110000.0,117176.92
United States,20,"Oracle, Microsoft Access, Intersystems Cache",15,Developer: T-SQL,0,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Female,68000.0,87077.66
United Kingdom,10,"Oracle, MySQL/MariaDB, Azure SQL DB (any flavor)",5,DBA (Production Focus),2,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,74750.0,68204.46
Spain,6,"MySQL/MariaDB, Azure SQL DB",10,DBA,1,Consulting Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,32000.0,38179.477
United States,23,"MySQL/MariaDB, PostgreSQL, Amazon RDS (any flavor), Vertica",1,Manager,3,Full time employee,Private business,2019,Microsoft SQL Server,Yes,0,Male,125000.0,131305.8
Netherlands,10,Oracle,1,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,52000.0,65225.484
United States,2,QIX,2,DBA (General),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,56000.0,63002.527
Poland,1,DB2,3,Developer: App Code,3,Full time employee,Private business,2017,PostgreSQL,No,0,Not Asked,29148.0,30337.559
United States,8,Oracle,4,DBA,0,Full time employee,Federal government,2017,Microsoft SQL Server,No,0,Not Asked,103110.0,98922.336
United States,1,"Microsoft SQL Server, Microsoft Access",8,Developer: T-SQL,1,Full time employee,Private business,2018,Oracle,No,0,Male,140000.0,110779.305
United States,12,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",10,Developer: App Code,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,93000.0,102624.55
Canada,10,"Microsoft SQL Server, Microsoft Access, Azure SQL DB (any flavor)",10,Developer: BI,1,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,77000.0,73755.94
India,7,PostgreSQL,7,Engineer,0,Consulting Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,15000.0,21486.367
South Africa,17,PostgreSQL,9,Developer: T-SQL,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,48000.00000000001,43021.543
Norway,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access",5,Engineer,2,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,70000.0,90992.984
Australia,8,"Azure SQL DB, Amazon RDS (any flavor)",1,Developer: BI,3,Consulting Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,100000.0,91652.3
United States,12,"PostgreSQL, MongoDB, Azure SQL DB (any flavor), Amazon RDS (any flavor), CosmosDB",6,DBA (General),1,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,110000.0,125655.625
United States,6,DB2,2,DBA (General),3,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,85540.0,87515.11
South Africa,19,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",20,DBA (General),1,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,6,Male,70000.0,72355.47
United States,26,"Microsoft SQL Server, Oracle, DB2, Azure SQL DB, IMS",19,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,120000.0,112907.695
United Kingdom,15,"Microsoft SQL Server, PostgreSQL, Microsoft Access, Elasticsearch",12,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,65500.0,64164.758
Romania,16,"Oracle, PostgreSQL",16,DBA (General),0,Independent consultant,Private business,2018,Microsoft SQL Server,No,0,Male,85000.0,95138.19
United States,20,"Microsoft SQL Server, MongoDB",25,Developer: BI,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,100000.0,136185.42
United States,17,"Microsoft SQL Server, PostgreSQL",10,Manager,2,Full time employee,Private business,2021,Microsoft SQL Server,Yes,0,Male,120000.0,149912.66
United Kingdom,4,"Microsoft SQL Server, PostgreSQL",4,DBA (General),6,Full time employee,Local government,2018,Oracle,No,0,Male,32000.0,39635.883
Portugal,9,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Redis",2,Developer: App Code,6,Full time employee,Private business,2017,Oracle,No,0,Not Asked,40000.0,40957.145
Sweden,30,"Microsoft SQL Server, DB2, Microsoft Access, CosmosDB",2,Developer: T-SQL,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,6,Male,80000.0,49536.168
United States,7,Microsoft SQL Server,7,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,110000.0,101587.695
United Kingdom,4,"MySQL/MariaDB, PostgreSQL",4,DBA (Production Focus),0,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Male,47677.00000000001,36212.707
United States,14,"Microsoft SQL Server, MySQL/MariaDB",14,Developer: BI,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,95000.0,103695.9
United Kingdom,5,"MySQL/MariaDB, DB2, Azure SQL DB (any flavor)",2,DBA (General),6,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,45000.0,59516.42
United States,15,Microsoft SQL Server,22,Developer: App Code,4,Full time employee,Private business,2019,Microsoft SQL Server,No,6,Male,107000.0,114848.09
United States,15,"Microsoft SQL Server, PostgreSQL, MongoDB, Cassandra, Amazon RDS (any flavor)",3,DBA (General),2,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,98000.0,117745.06
United States,7,Oracle,4,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,107540.0,108476.0
United States,6,Microsoft SQL Server,3,Developer: T-SQL,6,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Female,75000.0,94647.625
United States,4,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Azure SQL DB, Amazon RDS (any flavor), Azure SQL Datawarehouse",2,Engineer,6,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,106000.0,94124.89
Canada,10,"MySQL/MariaDB, MongoDB, Microsoft Access, SQLite, Azure SQL DB",7,DBA (Development Focus),3,Full time employee,Private business,2019,Microsoft SQL Server,No,1,Male,69000.0,71560.38
United States,10,"MySQL/MariaDB, DB2, SQLite, Azure SQL DB",7,DBA,0,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,80000.0,77908.586
United States,19,Azure SQL DB,1,DBA (General),3,Independent consultant,Private business,2018,Microsoft SQL Server,No,0,Male,150000.0,146200.44
United States,20,"MySQL/MariaDB, PostgreSQL, MongoDB",4,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,116000.0,132779.19
United States,30,"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2, Microsoft Access, Azure SQL DB (any flavor)",12,Manager,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,130000.0,133695.31
United States,7,"DB2, Microsoft Access, SAP",7,Developer: BI,1,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,63000.0,86889.35
United States,5,"Microsoft SQL Server, Microsoft Access",1,Analyst,4,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,43000.0,83474.41
United States,24,Microsoft SQL Server,2,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,117500.0,116364.3
Germany,15,Oracle,11,Analyst,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,68000.0,64416.688
Switzerland,3,"Oracle, Microsoft Access",3,DBA (Production Focus),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,100000.0,87285.87
United States,2,"Oracle, DB2",2,Developer: BI,0,Full time employee,Private business,2017,SAP,Yes,0,Not Asked,85000.0,76134.375
Indonesia,4,"Microsoft SQL Server, Oracle, Microsoft Access",1,Analyst,0,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,577.0,21313.883
United States,13,"Microsoft SQL Server, Microsoft Access, Azure SQL DB",16,DBA,2,Full time employee,Local government,2017,Oracle,No,0,Not Asked,93000.0,99571.53
Australia,18,Azure SQL DB (any flavor),18,Developer: BI,0,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,85000.0,39838.395
Belgium,12,MySQL/MariaDB,12,DBA (General),0,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,57000.0,48708.695
United Kingdom,6,"MySQL/MariaDB, Microsoft Access, Azure SQL DB (any flavor)",6,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,59288.0,52482.562
United States,17,"Oracle, Microsoft Access, SQLite",17,Developer: App Code,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,113000.0,106176.37
United States,15,Microsoft SQL Server,22,Developer: App Code,1,Full time employee,"Education (K-12, college, university)",2021,Oracle,No,2,Male,80000.0,98671.09
United States,17,"Microsoft SQL Server, Oracle, DB2, Microsoft Access, SQLite",5,Developer: T-SQL,0,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,95532.0,90705.125
United Kingdom,8,"Microsoft SQL Server, Azure SQL DB (any flavor), Firebird",2,Architect,0,Full time employee,Federal government,2020,Microsoft SQL Server,No,0,Male,38000.0,106345.21
United States,18,Microsoft Access,18,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,120000.0,137247.3
United States,2,MySQL/MariaDB,2,Developer: T-SQL,5,Full time employee,Private business,2020,Microsoft SQL Server,No,1,Male,60000.0,71444.516
United States,20,"Microsoft SQL Server, Azure SQL DB, Informix",8,Manager,1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,160750.0,156368.75
Serbia and Montenegro,17,Microsoft SQL Server,0,DBA (General),6,Full time employee,Federal government,2018,Oracle,No,0,Male,12000.0,44318.168
United States,13,"MySQL/MariaDB, Microsoft Access, Azure SQL DB",6,DBA (Development Focus),1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,91500.0,118472.66
United States,3,"Microsoft SQL Server, DB2, Teradata, Progress ",2,DBA (Development Focus),2,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,88600.0,81730.81
United Kingdom,8,"Microsoft SQL Server, Azure SQL DB",5,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,80000.0,68461.984
Australia,15,"Oracle, SQLite, Azure SQL DB",10,Developer: T-SQL,2,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,130090.0,89093.65
United States,5,"Oracle, PostgreSQL, Microsoft Access, SQLite, Teradata, SAP",4,Analyst,1,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,62000.0,102667.63
United States,13,"Teradata, Azure SQL DB, Amazon RDS (any flavor)",13,Architect,2,Independent consultant,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,165000.0,144561.67
United States,5,"PostgreSQL, SQLite, Azure SQL DB (any flavor), redis",2,Manager,1,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,70000.0,102581.39
United States,6,MySQL/MariaDB,2,Manager,6,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,92000.0,128891.83
United Kingdom,8,"MySQL/MariaDB, Microsoft Access",1,Analyst,6,Full time employee,Local government,2018,Microsoft SQL Server,No,0,Male,49000.0,46737.836
United States,20,PostgreSQL,1,Developer: BI,3,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,105000.0,131268.17
Switzerland,14,Oracle,4,Manager,0,Full time employee,Local government,2018,Microsoft SQL Server,Yes,0,Male,145000.0,124860.34
United States,19,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access",19,Developer: T-SQL,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,103000.0,125211.44
United States,6,"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB, DB2, SQLite",6,Architect,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,98000.0,108207.62
United States,1,Hadoop,7,DBA (Development Focus),6,Full time employee,Private business,2019,Other,No,2,Male,140000.0,127289.78
Italy,15,"Microsoft SQL Server, DB2",20,DBA,0,Full time employee,Private business,2017,DB2,No,0,Not Asked,40000.0,41133.16
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL",10,DBA,0,Independent consultant,Private business,2017,Oracle,Yes,0,Not Asked,125000.0,120043.695
United States,25,"MySQL/MariaDB, Microsoft Access, SAP",6,Developer: BI,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,117000.0,125046.69
United States,18,Azure SQL DB,14,DBA (General),3,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,120500.0,123753.95
Canada,11,Azure SQL DB,7,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,61000.0,75347.56
United States,14,"Oracle, MySQL/MariaDB, Microsoft Access, SQLite, Informix",8,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,103000.0,118403.57
United States,10,"Microsoft SQL Server, MySQL/MariaDB",8,DBA (General),2,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,79000.0,101359.81
United States,15,"Cassandra, Microsoft Access",20,Manager,1,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,80000.0,122935.11
Finland,10,"Microsoft SQL Server, DB2, SQLite",1,DBA (Production Focus),5,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,70000.0,69316.734
Ireland,17,"Microsoft SQL Server, Amazon RDS (any flavor)",19,DBA,1,Full time employee,Private business,2017,Oracle,No,0,Not Asked,90000.0,88095.82
Turkey,2,"Microsoft SQL Server, MySQL/MariaDB, MongoDB",2,DBA (Development Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,700.0,11656.109
United Kingdom,8,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, Teradata, SAP",1,DBA (Production Focus),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,75000.0,73922.125
Australia,8,MySQL/MariaDB,10,Developer: App Code,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,73000.0,79321.445
United States,12,"PostgreSQL, DB2, Microsoft Access, Elasticsearch",1,DBA,1,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,138000.0,140945.6
United States,14,"Oracle, Azure SQL DB (any flavor)",10,Developer: BI,3,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Female,92000.0,106709.11
Australia,5,Microsoft SQL Server,3,Developer: App Code,1,Independent consultant,Local government,2021,Microsoft SQL Server,No,1,Male,105000.0,96897.93
United States,8,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Amazon RDS (any flavor)",9,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,185000.0,106880.51
India,6,"Microsoft SQL Server, Azure SQL DB (any flavor)",6,Developer: T-SQL,0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,14059.0,12769.766
United States,15,"Oracle, MySQL/MariaDB, PostgreSQL, SQLite",2,Architect,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,0,Male,137000.0,142126.05
